JDA,T_LST,TaC_60m,rh_10m,Tdp_10m,TaC_10m,baroKPa,radW/m2,netW/m2
4,21:15,-0.01,69.49,-4.49,0.32,98.04,53.76,-23.91
4,21:30,0.14,68.41,-4.59,0.43,98.02,53.52,-24.64
4,21:45,0.4,65.62,-4.85,0.69,98,52.77,-34.11
4,22:00,0.56,64.3,-4.93,0.86,97.99,53.18,-40.05
4,22:15,0.47,64.64,-4.96,0.73,97.97,52.49,-46.5
4,22:30,0.29,65.93,-4.84,0.55,97.96,53.19,-45.37
4,22:45,0.16,66.79,-4.81,0.42,97.93,51.76,-44.85
4,23:00,-0.02,68.34,-4.66,0.23,97.9,52.54,-44.85
4,23:15,-0.08,69.13,-4.62,0.18,97.89,51.97,-42.3
4,23:30,-0.03,69.53,-4.53,0.24,97.88,50.8,-41.29
4,23:45,0.03,70.03,-4.42,0.29,97.86,52.13,-41.14
5,0:00,-0.13,71.36,-4.23,0.14,97.84,50.85,-41.65
5,0:15,-0.23,72.4,-4.14,0.05,97.83,50.13,-41.14
5,0:30,-0.32,73.5,-4.09,-0.05,97.82,50.12,-41.13
5,0:45,-0.28,74.37,-3.9,-0.04,97.8,50.26,-38.96
5,1:00,-0.3,74.83,-3.79,-0.03,97.79,49.13,-38.75
5,1:15,-0.44,76.13,-3.72,-0.17,97.78,49.97,-38.64
5,1:30,-0.58,77.03,-3.7,-0.31,97.79,49.1,-38.31
5,1:45,-0.64,78.31,-3.62,-0.42,97.79,49.1,-34.06
5,2:00,-0.65,78.47,-3.55,-0.38,97.78,49.53,-32.53
5,2:15,-0.74,78.48,-3.69,-0.48,97.79,48.66,-34.29
5,2:30,-0.76,78.13,-3.69,-0.5,97.79,48.73,-32.9
5,2:45,-0.88,77.95,-3.88,-0.62,97.78,48.77,-35.36
5,3:00,-1.09,78.39,-3.98,-0.77,97.78,49.1,-22.78
5,3:15,-1.44,79.79,-4.04,-1.01,97.8,49.87,-14.11
5,3:30,-1.59,82.45,-3.78,-1.16,97.79,49.15,-13.96
5,3:45,-1.83,84.39,-3.67,-1.38,97.8,49.95,-14.94
5,4:00,-2.24,85.75,-3.9,-1.77,97.83,48.7,0.72
5,4:15,-3.22,85.93,-4.94,-2.71,97.85,49.52,-66.87
5,4:30,-4.03,85.58,-5.89,-3.52,97.87,49.33,-123.82
5,4:45,-4.61,86.4,-6.44,-4.12,97.89,51.27,-73.56
5,5:00,-5.27,82.6,-7.8,-4.78,97.9,51.38,-18.33
5,5:15,-5.83,82.7,-8.32,-5.34,97.9,51.82,-15.72
5,5:30,-6.17,79.91,-9.17,-5.69,97.91,52.28,-14.53
5,5:45,-6.43,77.43,-9.81,-5.94,97.92,52.02,-15.86
5,6:00,-6.96,77.96,-10.25,-6.45,97.95,57.36,-16.29
5,6:15,-7.7,79.11,-10.93,-7.2,97.96,57.77,-15.59
5,6:30,-8.08,74.93,-12.01,-7.59,98,57.72,-15.86
5,6:45,-8.48,77.94,-11.94,-7.99,98.02,56.7,-11.97
5,7:00,-8.78,80.07,-11.94,-8.3,98.06,57.22,-10.87
5,7:15,-9.12,76.48,-12.81,-8.64,98.08,56.91,-14.03
5,7:30,-9.31,76.64,-13.01,-8.84,98.11,53.35,-10.04
5,7:45,-9.21,73.36,-13.46,-8.74,98.12,58.81,-10.61
5,8:00,-9.37,78.61,-12.77,-8.9,98.13,64.54,-8.88
5,8:15,-9.77,80.34,-12.98,-9.3,98.16,69.77,-8.13
5,8:30,-10.04,81.34,-13.04,-9.55,98.18,80.01,-8.59
5,8:45,-10.36,82.15,-13.24,-9.86,98.2,100.94,-7.35
5,9:00,-10.56,76.79,-14.27,-10.06,98.23,112.88,-14.94
5,9:15,-10.86,76.62,-14.53,-10.32,98.24,135.78,-12.57
5,9:30,-11.21,76.66,-14.88,-10.64,98.26,161.15,-13.28
5,9:45,-11.59,78.41,-14.94,-10.99,98.28,242.15,-2.05
5,10:00,-11.87,72.83,-16.08,-11.22,98.28,314.24,-36.75
5,10:15,-11.86,73.02,-16.14,-11.26,98.3,287.03,-25.59
5,10:30,-12.13,74.58,-16.07,-11.46,98.33,363.43,-14.09
5,10:45,-12.15,69.19,-16.93,-11.45,98.35,366.21,-37.52
5,11:00,-12.39,70.3,-16.98,-11.71,98.36,402.91,-38.33
5,11:15,-12.39,72.12,-16.77,-11.73,98.38,272.88,-45.16
5,11:30,-12.44,70.05,-17.16,-11.78,98.39,378.98,-4.86
5,11:45,-12.33,68.74,-17.15,-11.61,98.39,428.44,-12.57
5,12:00,-12.66,73.92,-16.64,-11.94,98.4,341.25,-47.57
5,12:15,-12.89,76.53,-16.61,-12.23,98.41,303.9,-4.24
5,12:30,-12.69,70.92,-17.24,-11.98,98.4,372.94,3.12
5,12:45,-12.78,70.31,-17.43,-12.13,98.42,305.05,-26.81
5,13:00,-12.75,73.02,-17.01,-12.1,98.43,261.25,8.51
5,13:15,-12.88,74.08,-16.98,-12.23,98.44,277.69,6.7
5,13:30,-12.98,73.97,-17.04,-12.32,98.44,277.74,-11.16
5,13:45,-13.02,74.69,-17.06,-12.41,98.47,213.5,-8.65
5,14:00,-13.07,77.77,-16.68,-12.5,98.48,183.42,-5.56
5,14:15,-12.83,77.59,-16.53,-12.3,98.49,190.71,6.68
5,14:30,-12.69,74.62,-16.75,-12.12,98.48,190.2,-0.37
5,14:45,-12.76,74.23,-16.95,-12.2,98.5,162.72,-9.25
5,15:00,-12.63,73.08,-17.04,-12.07,98.52,182.69,-2.35
5,15:15,-12.74,74.86,-16.88,-12.22,98.56,127.94,-14.82
5,15:30,-12.66,78.26,-16.3,-12.15,98.59,128.82,-1.05
5,15:45,-12.47,72.64,-16.99,-12,98.62,103.2,-16.72
5,16:00,-12.49,69.94,-17.43,-12.02,98.63,82.24,-15.48
5,16:15,-12.45,70.56,-17.39,-12,98.66,68.59,-12.93
5,16:30,-12.4,71.42,-17.11,-11.94,98.68,56.93,-5.45
5,16:45,-12.4,70.38,-17.34,-11.96,98.7,51.66,-10.46
5,17:00,-12.47,73.63,-16.84,-12.02,98.72,49.52,-5.37
5,17:15,-12.55,74.51,-16.79,-12.12,98.74,48.65,-6.72
5,17:30,-12.52,75.59,-16.64,-12.1,98.75,49.09,-7.64
5,17:45,-12.41,70.88,-17.28,-12,98.75,47.85,-11.99
5,18:00,-12.36,67.82,-17.73,-11.96,98.76,49.65,-14.49
5,18:15,-12.45,69.56,-17.52,-12.04,98.77,48.57,-10.63
5,18:30,-12.46,71.14,-17.3,-12.06,98.78,49.6,-11.3
5,18:45,-12.48,72.26,-17.11,-12.07,98.78,49.98,-10.92
5,19:00,-12.44,72.38,-17.08,-12.06,98.78,48.88,-15.43
5,19:15,-12.4,70.62,-17.3,-12.03,98.8,47.95,-18.01
5,19:30,-12.44,71.19,-17.27,-12.06,98.84,48.99,-13.2
5,19:45,-12.49,73.09,-16.96,-12.1,98.85,49.12,-12.63
5,20:00,-12.45,72.75,-17,-12.07,98.89,48.69,-16.5
5,20:15,-12.45,71.5,-17.25,-12.08,98.9,49.01,-16.2
5,20:30,-12.48,71.72,-17.22,-12.12,98.93,48.52,-17.26
5,20:45,-12.49,71.79,-17.2,-12.12,98.95,47.05,-16.45
5,21:00,-12.49,71.62,-17.26,-12.15,98.98,40.25,-18.95
5,21:15,-12.44,71.12,-17.3,-12.06,99.02,38.75,-6.55
5,21:30,-12.39,70.83,-17.28,-11.97,99.05,38.82,-1.23
5,21:45,-12.36,70.63,-17.25,-11.94,99.03,39.91,-4.9
5,22:00,-12.39,71.42,-17.14,-11.97,99.03,38.52,-7.66
5,22:15,-12.51,72.8,-17.03,-12.1,99.03,39.01,-10.52
5,22:30,-12.63,74.33,-16.88,-12.22,99.05,38.84,-9.84
5,22:45,-12.68,76.32,-16.61,-12.27,99.08,38.26,-9.07
5,23:00,-12.83,77.64,-16.6,-12.41,99.09,37.6,-12.76
5,23:15,-13.02,79.04,-16.56,-12.61,99.08,38.27,-15.69
5,23:30,-13.13,78.88,-16.71,-12.74,99.08,36.74,-15.15
5,23:45,-13.31,79.46,-16.82,-12.91,99.09,38.17,-13.84
6,0:00,-13.43,79.53,-16.95,-13.02,99.11,37.01,-12.81
6,0:15,-13.51,79.4,-16.99,-13.11,99.15,37.69,-14.02
6,0:30,-13.62,78.37,-17.35,-13.24,99.17,37.58,-17.01
6,0:45,-13.76,77.59,-17.55,-13.38,99.17,37.93,-18.56
6,1:00,-13.91,77.09,-17.84,-13.54,99.13,36.32,-21.3
6,1:15,-14.03,77.78,-17.84,-13.71,99.11,38.08,-23.35
6,1:30,-14.1,77.67,-18.01,-13.79,99.1,35.89,-23.65
6,1:45,-14.12,77.84,-17.99,-13.81,99.13,37.25,-23.27
6,2:00,-14.17,77.69,-18.07,-13.88,99.18,37.63,-23.77
6,2:15,-14.25,77.75,-18.09,-13.94,99.21,37.62,-23.9
6,2:30,-14.42,78,-18.25,-14.1,99.22,37.72,-22.49
6,2:45,-14.51,77.86,-18.37,-14.2,99.23,38.62,-23.8
6,3:00,-14.63,77.83,-18.5,-14.31,99.25,36.59,-23.78
6,3:15,-14.77,78.17,-18.57,-14.46,99.27,37.88,-20.54
6,3:30,-14.83,77.95,-18.67,-14.48,99.27,38.05,-20.69
6,3:45,-14.94,78.56,-18.69,-14.62,99.25,38.88,-22.91
6,4:00,-15.05,78.72,-18.8,-14.72,99.23,37.83,-22.59
6,4:15,-15.13,78.73,-18.91,-14.82,99.22,38.42,-22.68
6,4:30,-15.24,78.88,-18.98,-14.92,99.21,37.34,-24.32
6,4:45,-15.25,78.8,-18.99,-14.93,99.25,38.91,-21.94
6,5:00,-15.34,78.97,-19.03,-15.03,99.24,38.85,-24.03
6,5:15,-15.39,79.28,-19.09,-15.09,99.23,39.41,-23.91
6,5:30,-15.5,79.58,-19.18,-15.2,99.23,38.45,-24.98
6,5:45,-15.62,80.13,-19.23,-15.33,99.25,39.85,-23.07
6,6:00,-15.72,80.23,-19.3,-15.42,99.25,39.46,-24.03
6,6:15,-15.76,80.52,-19.3,-15.47,99.28,42.2,-24.33
6,6:30,-15.83,80.14,-19.41,-15.54,99.28,46.4,-23.98
6,6:45,-15.94,80.27,-19.5,-15.63,99.29,47.01,-25.07
6,7:00,-16.07,80.82,-19.55,-15.78,99.28,45.87,-25.32
6,7:15,-16.16,81.06,-19.54,-15.87,99.28,48.45,-23.62
6,7:30,-16.18,81.06,-19.65,-15.87,99.29,54.19,-20.76
6,7:45,-16.29,81.75,-19.65,-15.98,99.31,62.37,-20.12
6,8:00,-16.28,82.06,-19.61,-15.99,99.32,91.07,-12.96
6,8:15,-16.15,81.22,-19.58,-15.88,99.31,148.9,-2.18
6,8:30,-15.98,80.06,-19.52,-15.71,99.3,205.38,1.04
6,8:45,-15.69,78.7,-19.39,-15.39,99.34,246.28,20.91
6,9:00,-15.45,77.53,-19.29,-15.12,99.35,282.58,36.46
6,9:15,-15.12,76.01,-19.13,-14.74,99.36,314.92,42.28
6,9:30,-14.79,74.89,-18.97,-14.31,99.39,345.62,45.92
6,9:45,-14.52,73.57,-18.84,-13.97,99.41,371.84,49.21
6,10:00,-14.38,72.64,-18.73,-13.76,99.4,399.44,68.91
6,10:15,-13.92,71.22,-18.43,-13.19,99.38,427.72,129.41
6,10:30,-13.59,70.38,-18.31,-12.94,99.37,444.71,135.48
6,10:45,-13.36,69.1,-18.15,-12.59,99.4,464.78,117.58
6,11:00,-13.29,69.2,-18.14,-12.56,99.41,483.65,73.78
6,11:15,-13.15,68.94,-17.97,-12.32,99.39,498,69.04
6,11:30,-12.88,68.35,-17.8,-12.08,99.37,506.27,73.8
6,11:45,-12.71,67.79,-17.61,-11.86,99.34,511.2,82.8
6,12:00,-12.74,68.38,-17.56,-11.95,99.31,513.55,66.97
6,12:15,-12.62,67.91,-17.53,-11.81,99.3,513.32,50.19
6,12:30,-12.36,68,-17.26,-11.59,99.3,511.27,58.35
6,12:45,-12.24,67.63,-17.2,-11.45,99.3,502.94,36.15
6,13:00,-12.16,67.71,-17.05,-11.31,99.29,490.02,37
6,13:15,-12.13,68.03,-17.12,-11.39,99.3,464.59,13.52
6,13:30,-12.16,68.49,-17.04,-11.44,99.3,404.32,-12.42
6,13:45,-12.19,70.06,-16.94,-11.63,99.29,223.95,-88.48
6,14:00,-12.09,69.45,-17,-11.54,99.28,233.7,-89.45
6,14:15,-12.2,70.36,-16.9,-11.66,99.28,167.69,-47.8
6,14:30,-11.97,70.55,-16.66,-11.46,99.29,199.78,1.05
6,14:45,-12.05,70.56,-16.81,-11.51,99.3,168.7,-20.13
6,15:00,-12.13,71.68,-16.65,-11.59,99.29,149.21,-11.66
6,15:15,-12.14,71.51,-16.75,-11.58,99.29,152.17,-15.46
6,15:30,-12.26,72.48,-16.7,-11.76,99.3,119.9,-18.05
6,15:45,-12.21,72.8,-16.57,-11.73,99.31,121.51,-4.59
6,16:00,-12.41,73.33,-16.73,-11.92,99.32,105.63,-20.88
6,16:15,-12.55,74.81,-16.67,-12.07,99.33,81.69,-25.46
6,16:30,-12.63,76.07,-16.56,-12.18,99.34,54.79,-9.57
6,16:45,-12.71,78.31,-16.3,-12.26,99.34,46.34,-11.3
6,17:00,-12.78,80.11,-16.14,-12.33,99.36,43.43,-7.83
6,17:15,-12.84,80.23,-16.18,-12.4,99.37,42.71,-10
6,17:30,-12.91,77.4,-16.77,-12.47,99.38,42.93,-10.98
6,17:45,-13.01,74.55,-17.29,-12.56,99.4,42.82,-7.09
6,18:00,-13.52,77.88,-17.23,-13.08,99.4,42.17,-7.57
6,18:15,-13.92,81.69,-17.07,-13.45,99.41,41.8,-6.24
6,18:30,-14,79.08,-17.55,-13.54,99.43,42.4,-7.83
6,18:45,-14.44,77.13,-18.26,-13.96,99.44,43.16,-10.15
6,19:00,-14.77,77.26,-18.62,-14.33,99.45,43.73,-14.34
6,19:15,-14.88,76.95,-18.78,-14.45,99.46,43,-9.77
6,19:30,-15.17,75.28,-19.35,-14.74,99.47,42.39,-20.05
6,19:45,-15.59,74.75,-19.88,-15.18,99.47,42.35,-18.4
6,20:00,-16,74.59,-20.34,-15.61,99.46,41.71,-26.2
6,20:15,-16.3,74.94,-20.61,-15.94,99.46,42.53,-27.59
6,20:30,-16.5,74.79,-20.85,-16.14,99.45,42.8,-24.82
6,20:45,-16.64,74.54,-21.09,-16.29,99.45,42.67,-24.45
6,21:00,-16.75,74.48,-21.13,-16.42,99.46,41.27,-25.88
6,21:15,-16.88,74.17,-21.37,-16.56,99.47,41.88,-25.94
6,21:30,-17,74.28,-21.45,-16.68,99.48,42.26,-25.74
6,21:45,-17.17,74.42,-21.57,-16.84,99.49,41.78,-24.63
6,22:00,-17.33,74.35,-21.77,-16.99,99.51,42.4,-24.26
6,22:15,-17.45,74.38,-21.88,-17.11,99.51,40.93,-23.28
6,22:30,-17.55,74.76,-21.92,-17.22,99.52,41.59,-25.42
6,22:45,-17.63,75.02,-21.98,-17.31,99.52,41.87,-25.56
6,23:00,-17.77,75.14,-22.1,-17.45,99.53,42.54,-24.31
6,23:15,-17.87,74.97,-22.26,-17.55,99.54,42.7,-24.48
6,23:30,-17.99,74.93,-22.37,-17.66,99.54,40.83,-23.41
6,23:45,-18.09,74.88,-22.48,-17.76,99.55,42.13,-24.3
7,0:00,-18.23,75.25,-22.54,-17.91,99.56,40,-25.54
7,0:15,-18.42,75.75,-22.67,-18.1,99.57,42.44,-24.8
7,0:30,-18.64,75.47,-22.93,-18.3,99.58,41.44,-22.62
7,0:45,-18.78,75.61,-23.07,-18.45,99.58,42.3,-24.19
7,1:00,-18.81,76.2,-23.07,-18.49,99.58,40.06,-24.07
7,1:15,-18.85,76.25,-23.06,-18.54,99.6,41.6,-22.89
7,1:30,-18.96,75.98,-23.2,-18.63,99.6,41.48,-23.37
7,1:45,-18.98,75.8,-23.3,-18.66,99.62,41.17,-23.3
7,2:00,-19,75.86,-23.29,-18.68,99.64,40.91,-24
7,2:15,-19.04,76.06,-23.3,-18.73,99.65,39.77,-24.51
7,2:30,-19.08,76.21,-23.33,-18.76,99.67,41.18,-24.82
7,2:45,-19.16,76.66,-23.32,-18.88,99.67,41.84,-26.9
7,3:00,-19.22,76.52,-23.46,-18.95,99.67,41.23,-25.9
7,3:15,-19.25,76.49,-23.49,-18.95,99.68,41.79,-23.16
7,3:30,-19.29,76.48,-23.47,-18.98,99.68,41.43,-23.58
7,3:45,-19.34,76.56,-23.53,-19.03,99.7,43.18,-24.54
7,4:00,-19.52,76.48,-23.67,-19.19,99.73,41.53,-23.43
7,4:15,-19.68,76.07,-23.92,-19.36,99.75,41.91,-22.33
7,4:30,-19.77,76.02,-24.03,-19.44,99.76,41.7,-23.02
7,4:45,-19.89,76.05,-24.14,-19.56,99.77,40.23,-23.77
7,5:00,-19.99,76.79,-24.15,-19.68,99.79,39.42,-24.51
7,5:15,-20.13,76.67,-24.3,-19.8,99.79,39.84,-22.86
7,5:30,-20.2,77.01,-24.36,-19.89,99.8,39.54,-25.44
7,5:45,-20.25,77.24,-24.37,-19.93,99.81,45.73,-24.52
7,6:00,-20.27,77.29,-24.38,-19.96,99.83,47.11,-25.11
7,6:15,-20.28,77.48,-24.38,-19.98,99.86,48.16,-24.52
7,6:30,-20.29,77.17,-24.43,-19.98,99.88,46.99,-23.81
7,6:45,-20.31,77.34,-24.46,-20.03,99.89,47.07,-25.42
7,7:00,-20.38,77.37,-24.51,-20.09,99.88,46.92,-24.67
7,7:15,-20.36,77.75,-24.43,-20.06,99.89,49.54,-23.87
7,7:30,-20.36,77.93,-24.43,-20.08,99.9,55.5,-22.04
7,7:45,-20.33,77.53,-24.45,-20.07,99.9,80.2,-20.21
7,8:00,-20.23,76.95,-24.45,-19.95,99.91,122.18,-18.38
7,8:15,-20.07,76.15,-24.36,-19.81,99.91,161.56,-8.03
7,8:30,-19.84,75.23,-24.28,-19.6,99.93,204.38,2.39
7,8:45,-19.48,74.25,-24.06,-19.25,99.95,243.08,25.55
7,9:00,-19.14,73.1,-23.91,-18.93,99.97,280,40.65
7,9:15,-18.74,71.82,-23.55,-18.35,99.99,312.65,57.98
7,9:30,-18.28,70.35,-23.36,-17.86,100.01,343.71,66.38
7,9:45,-17.96,69.11,-23.17,-17.5,100.04,371.51,74.64
7,10:00,-17.61,68.13,-23.06,-17.16,100.07,399.53,82.61
7,10:15,-17.16,66.55,-22.68,-16.52,100.09,428.66,110.88
7,10:30,-17.14,66.35,-22.7,-16.55,100.11,449.7,135.88
7,10:45,-17.06,66.5,-22.6,-16.45,100.12,471.92,146.43
7,11:00,-17.12,66.26,-22.65,-16.47,100.1,493.71,140.34
7,11:15,-16.61,65.69,-22.28,-16.03,100.07,504.94,138.03
7,11:30,-16.01,64.47,-21.94,-15.44,100.07,512.48,118.87
7,11:45,-15.63,63.69,-21.5,-14.93,100.06,517.73,110.05
7,12:00,-15.59,63.8,-21.43,-14.84,100.06,521.17,88.34
7,12:15,-15.26,63.56,-21.02,-14.41,100.08,520.24,75.37
7,12:30,-14.84,63.76,-20.66,-14.1,100.07,515.79,73.24
7,12:45,-14.72,64.6,-20.41,-14.05,100.06,508.75,82.17
7,13:00,-14.62,65.91,-20.21,-14.01,100.06,496.07,78.32
7,13:15,-14.3,65.55,-19.79,-13.56,100.07,480.74,51.08
7,13:30,-13.98,66.4,-19.31,-13.26,100.07,460.74,41.66
7,13:45,-13.71,67.26,-18.91,-12.96,100.09,439.3,24.12
7,14:00,-13.64,68.24,-18.67,-12.92,100.09,415.33,5.49
7,14:15,-13.75,69.34,-18.56,-12.98,100.11,387.92,-6.78
7,14:30,-13.67,70.57,-18.34,-12.98,100.12,362.59,-2.92
7,14:45,-13.55,69.81,-18.33,-12.83,100.14,327.2,-12.6
7,15:00,-13.37,69.64,-18.37,-12.74,100.15,272.17,-41.47
7,15:15,-13.54,70.37,-18.41,-13,100.15,186.48,-114.33
7,15:30,-13.46,70.83,-18.22,-12.94,100.17,139.27,-41.9
7,15:45,-13.49,72.59,-18.13,-13.05,100.17,120.35,-20.34
7,16:00,-13.42,73.05,-17.96,-12.97,100.17,107.85,-21.19
7,16:15,-13.43,73.32,-17.9,-13,100.16,89.92,-22.91
7,16:30,-13.42,73.75,-17.84,-13.02,100.14,67.14,-36.88
7,16:45,-13.51,74.33,-17.91,-13.19,100.15,44.31,-34.97
7,17:00,-13.53,74.19,-18.01,-13.27,100.13,41.23,-34.25
7,17:15,-13.53,74.51,-18.08,-13.35,100.13,42.45,-32.06
7,17:30,-13.62,74.78,-18.07,-13.42,100.13,40.82,-27.82
7,17:45,-13.59,75.89,-18.07,-13.61,100.13,41,-23.21
7,18:00,-13.58,77.01,-18.04,-13.76,100.14,40.79,-26.45
7,18:15,-13.59,78.37,-18.24,-14.13,100.15,41.44,-23.02
7,18:30,-13.59,78.44,-18.21,-14.05,100.14,42.65,-20.77
7,18:45,-13.59,76.13,-18.15,-13.67,100.14,43.18,-16.79
7,19:00,-13.83,76.26,-18.23,-13.83,100.14,43.11,-14.78
7,19:15,-14.24,79.68,-18.12,-14.16,100.12,39.52,-7.71
7,19:30,-14.35,79.74,-18.08,-14.14,100.11,39.88,-6.53
7,19:45,-14.37,79.58,-18.11,-14.1,100.09,39.01,-5.6
7,20:00,-14.35,79.83,-18,-14.06,100.07,39.04,-6.05
7,20:15,-14.22,80.26,-17.87,-13.97,100.06,37.7,-5.08
7,20:30,-14.18,80.64,-17.68,-13.9,100.08,38.06,-5.66
7,20:45,-14.04,80.98,-17.56,-13.77,100.07,37.86,-3.91
7,21:00,-13.93,81.12,-17.36,-13.61,100.03,37.99,-4.06
7,21:15,-13.82,80.16,-17.36,-13.47,100.02,37.78,-5.92
7,21:30,-13.6,80.01,-17.18,-13.31,100.05,37.38,-6.59
7,21:45,-13.4,79.85,-16.99,-13.06,100.07,37.51,-4.59
7,22:00,-13.21,79.56,-16.77,-12.84,100.07,37.91,-3.85
7,22:15,-13.03,78.76,-16.79,-12.69,100.08,38.08,-3.13
7,22:30,-12.88,78.86,-16.57,-12.51,100.08,37.64,-4.48
7,22:45,-12.58,78.47,-16.38,-12.3,100.06,37.64,-8.86
7,23:00,-12.26,78.16,-16.16,-12.03,100.04,37.28,-11.11
7,23:15,-11.98,77.36,-15.96,-11.74,100.04,38.1,-6.17
7,23:30,-11.67,76.11,-15.83,-11.45,100.04,36.81,-14.41
7,23:45,-11.58,75.06,-15.92,-11.35,100.06,37.62,-21.81
8,0:00,-11.63,75.81,-15.8,-11.44,100.07,37.57,-23.28
8,0:15,-11.67,76.61,-15.69,-11.48,100.07,36.75,-23.28
8,0:30,-11.66,77.83,-15.66,-11.56,100.03,37.61,-22.98
8,0:45,-11.6,78.4,-15.65,-11.54,100,37.16,-23
8,1:00,-11.56,79.13,-15.37,-11.47,99.99,37.94,-23.36
8,1:15,-11.43,79.56,-15.18,-11.34,99.97,37.71,-22.42
8,1:30,-11.29,79.49,-15.02,-11.22,99.97,38.63,-24.02
8,1:45,-11.17,78.97,-15,-11.1,99.97,38.16,-23.43
8,2:00,-11.04,78.05,-14.93,-10.94,99.95,38.91,-22.5
8,2:15,-10.89,76.98,-15.02,-10.8,99.95,39.17,-24.06
8,2:30,-10.66,75.21,-15.03,-10.55,99.92,38.29,-21.25
8,2:45,-10.42,72.61,-15.24,-10.23,99.94,38.15,-17.44
8,3:00,-10.34,71.51,-15.06,-10.09,99.94,38.22,-23.86
8,3:15,-10.32,71.54,-15.12,-10.12,99.9,38.27,-23.57
8,3:30,-10.35,71.04,-15.22,-10.12,99.89,38.08,-23.38
8,3:45,-10.36,71.13,-15.21,-10.15,99.88,38.86,-24.1
8,4:00,-10.44,71.26,-15.26,-10.18,99.87,38.56,-22.88
8,4:15,-10.43,71.5,-15.22,-10.19,99.86,38.17,-23.05
8,4:30,-10.49,72.07,-15.21,-10.23,99.85,39.65,-23.18
8,4:45,-10.55,72.96,-15.14,-10.31,99.83,37.72,-24.09
8,5:00,-10.55,73.49,-15.01,-10.33,99.81,39.56,-23.61
8,5:15,-10.55,73.61,-15.02,-10.31,99.81,37.78,-23.34
8,5:30,-10.55,74.07,-14.92,-10.32,99.82,38.81,-24.18
8,5:45,-10.48,73.96,-14.87,-10.26,99.82,39.24,-23.81
8,6:00,-10.37,73.56,-15.02,-10.16,99.81,39.84,-22.66
8,6:15,-10.31,73.37,-14.87,-10.08,99.79,39.1,-23.07
8,6:30,-10.26,73.43,-14.83,-10.06,99.78,38.11,-22.83
8,6:45,-10.24,73.36,-14.9,-10.05,99.74,39.29,-23.66
8,7:00,-10.19,72.56,-15,-9.96,99.71,38.76,-22
8,7:15,-10.04,71.62,-14.76,-9.82,99.72,40.96,-20.97
8,7:30,-9.95,70.88,-14.92,-9.74,99.71,47.85,-18.86
8,7:45,-9.79,69.91,-14.85,-9.57,99.7,65.51,-16.41
8,8:00,-9.62,68.76,-14.91,-9.4,99.67,96.37,-10.4
8,8:15,-9.33,66.71,-14.93,-9.1,99.64,131.11,1.8
8,8:30,-8.92,63.72,-15.1,-8.69,99.65,169.88,14.32
8,8:45,-8.62,62,-14.97,-8.36,99.67,208.38,29.8
8,9:00,-8.41,61.29,-14.85,-8.08,99.67,244.82,51.76
8,9:15,-8.18,60.87,-14.69,-7.81,99.69,282.24,78.61
8,9:30,-8.04,60.01,-14.65,-7.53,99.69,189.62,21.42
8,9:45,-8,60.67,-14.5,-7.48,99.69,118.49,-30.48
8,10:00,-7.81,60.36,-14.41,-7.3,99.68,121.97,5.78
8,10:15,-7.64,60.68,-14.15,-7.13,99.68,114.44,19.79
8,10:30,-7.46,61.46,-13.85,-6.94,99.67,121.63,23.28
8,10:45,-7.24,62.09,-13.5,-6.72,99.64,119.74,20.68
8,11:00,-6.91,62.03,-13.16,-6.4,99.6,143.01,28.14
8,11:15,-6.54,61.65,-12.87,-6.03,99.56,137.81,27.69
8,11:30,-6.07,61.17,-12.28,-5.49,99.52,204.89,70.24
8,11:45,-5.83,60.96,-12.23,-5.26,99.48,164.62,38.35
8,12:00,-5.6,62.01,-11.74,-5.05,99.47,133.88,18.44
8,12:15,-5.39,62.43,-11.47,-4.87,99.45,125.64,13.28
8,12:30,-5.17,63.3,-10.99,-4.63,99.41,115.16,11.33
8,12:45,-5.04,63.83,-10.8,-4.55,99.37,98.26,4.52
8,13:00,-4.97,64.54,-10.64,-4.46,99.35,104.39,16.77
8,13:15,-4.85,65.52,-10.29,-4.37,99.32,101.58,13.34
8,13:30,-4.53,66.36,-9.83,-4.08,99.31,96.66,13.66
8,13:45,-4.3,67.96,-9.24,-3.84,99.28,91.91,10.21
8,14:00,-4.26,71.4,-8.54,-3.76,99.27,84.82,6.97
8,14:15,-4.41,78.28,-7.5,-3.9,99.26,72.03,2.33
8,14:30,-4.62,86.07,-6.57,-4.15,99.25,59.09,0.14
8,14:45,-4.6,91.46,-5.81,-4.21,99.26,53.82,2.4
8,15:00,-4.55,94.11,-5.42,-4.14,99.24,50.94,3.32
8,15:15,-4.29,94.91,-5.11,-3.92,99.23,50.62,5.06
8,15:30,-4.12,95.94,-4.77,-3.75,99.22,48.88,3.11
8,15:45,-4.03,96.37,-4.59,-3.66,99.21,44.24,0.8
8,16:00,-3.83,96.48,-4.37,-3.47,99.2,42.75,1.76
8,16:15,-3.63,96.73,-4.05,-3.26,99.2,41.48,1.81
8,16:30,-3.45,97.09,-3.87,-3.1,99.19,39.67,1.2
8,16:45,-3.23,97.31,-3.63,-2.87,99.19,37.32,0.91
8,17:00,-3.05,97.2,-3.4,-2.72,99.18,35.74,0.56
8,17:15,-2.89,97.51,-3.26,-2.54,99.19,36.4,0.93
8,17:30,-2.69,97.7,-2.92,-2.33,99.18,36.13,0.94
8,17:45,-2.48,97.71,-2.75,-2.14,99.18,35.95,0.42
